title,region,startYear,runtimeMinutes,genres,averageRating,numVotes,tconst,nconst,category,pname,byear,kftitles,Thriller,History,Comedy,Romance,Western,Sci-Fi,News,Family,Drama,Musical,Biography,Adventure,Horror,War,Animation,Action,Sport,Music,Documentary,Crime,Mystery,Fantasy,region_num,nconst_num,category_num
Le diamant du Nil,FR,1985.0,106.0,"Action,Adventure,Comedy",6.1,55887,tt0089370,nm0000140,actor,Michael Douglas,1944,"tt0093010,tt0103772,tt0094291,tt1291580",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,249,2
Police Story,FR,1985.0,100.0,"Action,Comedy,Crime",7.5,35245,tt0089374,nm0510857,actress,Brigitte Lin,1954,"tt0109688,tt0099719,tt0109424,tt0089374",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,414,0
"Ladyhawke, la femme de la nuit",FR,1985.0,121.0,"Adventure,Comedy,Drama",6.9,46650,tt0089457,nm0001149,director,Richard Donner,1930,"tt0089457,tt0093409,tt0839995,tt0078346",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,403,1
Legend,FR,1985.0,94.0,"Adventure,Fantasy,Romance",6.3,64506,tt0089469,nm0000908,actor,David Bennent,1966,"tt0078875,tt0089469,tt0303457,tt0085289",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,422,2
Lifeforce - L'étoile du mal,FR,1985.0,101.0,"Action,Horror,Mystery",6.1,25243,tt0089489,nm0278752,actor,Peter Firth,1953,"tt0099810,tt0075995,tt0089489,tt0160904",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,426,2
Mad Max: Au-delà du dôme du tonnerre,FR,1985.0,107.0,"Action,Adventure,Sci-Fi",6.2,134508,tt0089530,nm0000154,actor,Mel Gibson,1956,"tt0117438,tt0104714,tt0112573,tt0118883",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84,2
Mask,FR,1985.0,120.0,"Biography,Drama",7.2,28613,tt0089560,nm0000953,director,Peter Bogdanovich,1939,"tt0063671,tt0070510,tt0067328,tt0079843",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,435,1
Mishima - une vie en quatre chapitres,FR,1985.0,120.0,"Biography,Drama",7.9,11143,tt0089603,nm0644523,actor,Ken Ogata,1937,"tt0089603,tt0202434,tt0202908,tt0202584",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,440,2
Ma vie de chien,FR,1985.0,101.0,"Comedy,Drama",7.6,20946,tt0089606,nm0455688,actress,Melinda Kinnaman,1971,"tt0105511,tt0089606,tt9141320,tt0096723",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0
Bonjour les vacances II,FR,1985.0,95.0,"Adventure,Comedy",6.1,64868,tt0089670,nm0000350,actress,Beverly D'Angelo,1951,"tt0120434,tt0085995,tt0097958,tt0120586",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,448,0
La revanche de Freddy,FR,1985.0,87.0,Horror,5.4,68031,tt0089686,nm0794791,director,Jack Sholder,1945,"tt0271972,tt0089686,tt0093185,tt0098188",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,452,1
Papa est en voyage d'affaires,FR,1985.0,136.0,Drama,7.7,9425,tt0089748,nm0618768,actor,Mustafa Nadarevic,1943,"tt0283509,tt0099670,tt0113440,tt0097439",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,2
Out of Africa - Souvenirs d'Afrique,FR,1985.0,161.0,"Biography,Drama,Romance",7.1,78480,tt0089755,nm0001970,actor,Klaus Maria Brandauer,1943,"tt0097417,tt0082736,tt0089755,tt0086006",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,461,2
Pale Rider,FR,1985.0,115.0,"Drama,Western",7.3,58337,tt0089767,nm0000142,actor,Clint Eastwood,1930,"tt0105695,tt0112579,tt1205489,tt0405159",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,2
Pee-wee Big Adventure,FR,1985.0,91.0,"Adventure,Comedy,Family",7.0,52552,tt0089791,nm0197354,actress,Elizabeth Daily,1961,"tt0089791,tt0175058,tt0366548,tt0395584",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,469,0
Police Academy 2 : Au boulot !,FR,1985.0,87.0,Comedy,5.7,54619,tt0089822,nm0807571,actor,Bubba Smith,1945,"tt0093756,tt0098105,tt0087928,tt0095882",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,2
L'honneur des Prizzi,FR,1985.0,130.0,"Comedy,Crime,Drama",6.7,24380,tt0089841,nm0001379,director,John Huston,1906,"tt0040897,tt0042208,tt0071315,tt0043265",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,477,1
La rose pourpre du Caire,FR,1985.0,82.0,"Comedy,Fantasy,Romance",7.7,51023,tt0089853,nm0001201,actress,Mia Farrow,1945,"tt0089853,tt0091167,tt0097123,tt0063522",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,0
Taipei Story,FR,1985.0,119.0,Drama,7.6,2958,tt0089866,nm0157797,actress,Chin Tsai,1957,"tt0089866,tt0109685,tt0090922,tt0101985",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0
Le dernier survivant,FR,1985.0,91.0,"Drama,Mystery,Sci-Fi",6.7,25918,tt0089869,nm0809572,actor,Pete Smith,1959,"tt0107822,tt0110729,tt0089869,tt0167260",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,487,2
Rambo II : La Mission,FR,1985.0,96.0,"Action,Adventure,Thriller",6.5,165455,tt0089880,nm0000230,actor,Sylvester Stallone,1946,"tt0084602,tt3076658,tt0089927,tt0075148",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,492,2
Ran,FR,1985.0,162.0,"Action,Drama,War",8.2,122833,tt0089881,nm0619938,actor,Tatsuya Nakadai,1932,"tt0089881,tt0080979,tt0060277,tt0056058",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,497,2
Re-Animator,FR,1985.0,84.0,"Comedy,Horror,Sci-Fi",7.2,62670,tt0089885,nm0001062,actor,Jeffrey Combs,1954,"tt0091083,tt1999995,tt0089885,tt0116365",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,502,2
Profession : Génie,FR,1985.0,108.0,"Comedy,Romance,Sci-Fi",6.9,33607,tt0089886,nm0000174,actor,Val Kilmer,1959,"tt0373469,tt0101761,tt0113277,tt0120053",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,2
Kalidor : La Légende du talisman,FR,1985.0,89.0,"Action,Adventure,Fantasy",5.0,41075,tt0089893,nm0809544,actor,Paul L. Smith,1936,"tt0089893,tt0087182,tt0081353,tt0110478",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,511,2
Le retour des morts vivants,FR,1985.0,91.0,"Comedy,Horror,Sci-Fi",7.3,59823,tt0089907,nm0639321,director,Dan O'Bannon,1946,"tt0090605,tt0069945,tt0089907,tt0078748",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,514,1
Oz: Un monde extraordinaire,FR,1985.0,113.0,"Adventure,Family,Fantasy",6.7,26889,tt0089908,nm0550577,actress,Jean Marsh,1934,"tt0066722,tt0089908,tt0068611,tt0096446",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,519,0
Rocky IV,FR,1985.0,91.0,"Drama,Sport",6.8,200666,tt0089927,nm0001735,actress,Talia Shire,1946,"tt0071562,tt0079817,tt0075148,tt0068646",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,523,0
"Runaway Train, à bout de course",FR,1985.0,111.0,"Action,Adventure,Drama",7.2,29134,tt0089941,nm0000685,actor,Jon Voight,1938,"tt0118615,tt0064665,tt0089941,tt0418279",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,526,2
Sans toit ni loi,FR,1985.0,105.0,Drama,7.7,10999,tt0089960,nm0617736,actress,Macha Méril,1940,"tt0073582,tt0089960,tt0061395,tt0058701",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0
Peur bleue,FR,1985.0,95.0,Horror,6.3,27074,tt0090021,nm0000997,actor,Gary Busey,1944,"tt0105690,tt0077280,tt0093409,tt0102685",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,535,2
Silverado,FR,1985.0,133.0,"Action,Crime,Drama",7.2,43834,tt0090022,nm0000177,actor,Kevin Kline,1947,"tt0106673,tt0113117,tt0120891,tt0095159",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,539,2
Drôles d'espions,FR,1985.0,102.0,"Adventure,Comedy",6.4,49013,tt0090056,nm0199733,actor,Sean Daniel,1951,"tt2345759,tt0119395,tt0107076,tt0120616",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,543,2
St. Elmo's Fire,FR,1985.0,110.0,"Drama,Romance",6.3,41272,tt0090060,nm0000193,actress,Demi Moore,1962,"tt0099653,tt0119173,tt0107211,tt0305357",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0
Garçon choc pour nana chic,FR,1985.0,100.0,"Comedy,Drama,Romance",7.0,20582,tt0090103,nm0301305,actor,Boyd Gaines,1953,"tt0091187,tt0090103,tt0084522,tt0808279",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,2
Teen Wolf,FR,1985.0,91.0,"Comedy,Fantasy,Romance",6.1,51955,tt0090142,nm0199722,director,Rod Daniel,1942,"tt0077097,tt0097637,tt0106375,tt0090142",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,551,1
"Police fédérale, Los Angeles",FR,1985.0,116.0,"Action,Crime,Drama",7.3,33011,tt0090180,nm0676973,actor,William Petersen,1953,"tt0247082,tt1307068,tt0090180,tt0091474",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,554,2
"Un temps pour vivre, un temps pour mourir",FR,1985.0,138.0,"Biography,Drama",7.6,2944,tt0090185,nm0396284,director,Hsiao-Hsien Hou,1947,"tt0087164,tt3508840,tt0459666,tt0283283",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106,1
Toxic,FR,1984.0,82.0,"Action,Comedy,Horror",6.2,28332,tt0090190,nm0442207,director,Lloyd Kaufman,1945,"tt0096310,tt3039472,tt0462485,tt0090190",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,559,1
Mon cher petit village,FR,1985.0,98.0,Comedy,7.9,4416,tt0090257,nm0126549,actor,János Bán,1955,"tt1104830,tt0090257,tt0327115,tt0095963",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,2
Dangereusement vôtre,FR,1985.0,131.0,"Action,Adventure,Thriller",6.3,95917,tt0090264,nm0000617,actress,Tanya Roberts,1949,"tt0165598,tt0090264,tt0083630,tt0088103",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,564,0
Voro-Nova,NL,1984.0,86.0,"Drama,Mystery",7.7,2269,tt0090275,nm0147846,actor,Aat Ceelen,1950,"tt0090275,tt0374365,tt0105019,tt0113059",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,568,2
Une créature de rêve,FR,1985.0,94.0,"Comedy,Romance,Sci-Fi",6.6,86824,tt0090305,nm0593819,actor,Ilan Mitchell-Smith,1969,"tt0094869,tt0090305,tt0094559,tt0085398",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,2
Quand souffle le vent,FR,1986.0,84.0,"Animation,Comedy,Drama",7.7,10908,tt0090315,nm0590055,actor,John Mills,1908,"tt0060395,tt0066319,tt0038574,tt0054357",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,572,2
Witness: Témoin sous surveillance,FR,1985.0,112.0,"Drama,Romance,Thriller",7.4,93201,tt0090329,nm0813977,actor,Josef Sommer,1934,"tt0090329,tt0114558,tt0066999,tt0376994",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,2
Le Secret de la pyramide,FR,1985.0,109.0,"Adventure,Fantasy,Mystery",6.8,20957,tt0090357,nm0746583,actor,Nicholas Rowe,1966,"tt0090357,tt0387575,tt0120735,tt0309912",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,581,2
Romance cruelle,FR,1984.0,142.0,"Drama,History,Romance",8.0,3528,tt0090368,nm0616556,actor,Andrey Myagkov,1938,"tt0104962,tt0073179,tt0308903,tt0076727",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,2
Crocodile Dundee,FR,1986.0,97.0,"Action,Adventure,Comedy",6.6,103130,tt0090555,nm0265363,director,Peter Faiman,1944,"tt0244339,tt0104254,tt0101786,tt0090555",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,590,1
Goodnight Mother,FR,1986.0,96.0,Drama,7.6,2276,tt0090556,nm0601963,director,Tom Moore,1943,"tt0090466,tt0108757,tt0103484,tt0090556",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,1
37°2 le matin,FR,1986.0,185.0,"Drama,Romance",7.3,21126,tt0090563,nm0000894,director,Jean-Jacques Beineix,1946,"tt0090563,tt0082269,tt0104473,tt0098226",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,1
Alien 2 : Le Retour,FR,1986.0,137.0,"Action,Adventure,Sci-Fi",8.4,697009,tt0090605,nm0001343,actress,Carrie Henn,1976,"tt0090605,tt4885144,tt10533976,tt11341742",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,602,0
Fievel et le Nouveau Monde,FR,1986.0,80.0,"Adventure,Animation,Comedy",6.9,52566,tt0090633,nm0089940,director,Don Bluth,1937,"tt0118617,tt0084649,tt0096787,tt0120913",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,604,1
À fond la fac,FR,1986.0,96.0,"Comedy,Romance,Sport",6.6,31864,tt0090685,nm0949350,actor,Burt Young,1940,"tt1606392,tt0075148,tt0071315",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,524,2
Les aventures de Jack Burton dans les griffes du Mandarin,FR,1986.0,99.0,"Action,Adventure,Comedy",7.2,136325,tt0090728,nm0393222,actor,James Hong,1929,"tt1302011,tt0090728,tt0790736,tt0441773",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,613,2
Blue Velvet,FR,1986.0,120.0,"Crime,Drama,Mystery",7.7,194353,tt0090756,nm0001492,actor,Kyle MacLachlan,1959,"tt1780441,tt0087182,tt0090756,tt4093826",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,108,2
Cobra,FR,1986.0,87.0,"Action,Crime,Thriller",5.8,72037,tt0090859,nm0000230,actor,Sylvester Stallone,1946,"tt0084602,tt3076658,tt0089927,tt0075148",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,492,2
La couleur de l'argent,FR,1986.0,119.0,"Drama,Sport",7.0,81517,tt0090863,nm0000056,actor,Paul Newman,1925,"tt0054997,tt0257044,tt0084855,tt0061512",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,621,2
Critters,FR,1986.0,86.0,"Comedy,Horror,Sci-Fi",6.1,35109,tt0090887,nm0001826,actor,M. Emmet Walsh,1935,"tt0086979,tt0079367,tt0083658,tt0090887",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76,2
Delta Force,FR,1986.0,125.0,"Action,Adventure,Drama",5.6,20219,tt0090927,nm0001511,actor,Lee Marvin,1924,"tt0061578,tt0064782,tt0060862,tt0059017",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,628,2
Down by Law - Sous le coup de la loi,FR,1986.0,107.0,"Comedy,Crime,Drama",7.7,50996,tt0090967,nm0000464,director,Jim Jarmusch,1953,"tt1714915,tt0088184,tt0412019,tt5247022",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,280,1
La folle journée de Ferris Bueller,FR,1986.0,103.0,Comedy,7.8,346690,tt0091042,nm0000214,actress,Mia Sara,1967,"tt0089469,tt0091042,tt0111438,tt0312098",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0
Le Vol du Navigateur,FR,1986.0,90.0,"Adventure,Comedy,Family",6.9,47522,tt0091059,nm0001021,actress,Veronica Cartwright,1949,"tt0056869,tt0078748,tt0077745,tt0094332",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,637,0
La Mouche,FR,1986.0,96.0,"Drama,Horror,Sci-Fi",7.6,175505,tt0091064,nm0315288,actor,John Getz,1946,"tt0091064,tt0086979,tt1285016,tt0443706",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,2
"Vendredi 13, chapitre VI: Jason le mort-vivant",FR,1986.0,86.0,"Horror,Thriller",5.9,43952,tt0091080,nm0634729,actress,Kerry Noonan,1960,"tt0058796,tt0091080,tt0088568,tt0088634",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,644,0
From Beyond: Aux portes de l'au-delà,FR,1986.0,85.0,"Horror,Sci-Fi",6.6,25667,tt0091083,nm0186225,actress,Barbara Crampton,1958,"tt0091083,tt1853739,tt0089885,tt3520418",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,506,0
Golden Child : L'Enfant sacré du Tibet,FR,1986.0,94.0,"Action,Adventure,Comedy",5.9,55700,tt0091129,nm0001097,actor,Charles Dance,1946,"tt0280707,tt0944947,tt2084970,tt0107362",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,650,2
"Basil, détective privé",FR,1986.0,74.0,"Adventure,Animation,Family",7.2,48838,tt0091149,nm0408813,actor,Barrie Ingham,1932,"tt0059126,tt0069947,tt0091149,tt0062787",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,653,2
Hannah et ses soeurs,FR,1986.0,107.0,"Comedy,Drama",7.9,70732,tt0091167,nm0001848,actress,Dianne Wiest,1946,"tt0099487,tt0109348,tt0091167,tt0115685",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
Le maître de guerre,FR,1986.0,130.0,"Drama,War",6.8,43212,tt0091187,nm0569239,actor,Everett McGill,1945,"tt4093826,tt0091187,tt0166896,tt0082484",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,538,2
Highlander,FR,1986.0,116.0,"Action,Adventure,Fantasy",7.1,132849,tt0091203,nm0366509,actress,Roxanne Hart,1952,"tt0091203,tt0108724,tt0498380,tt0762114",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,665,0
Hitcher,FR,1986.0,97.0,"Action,Thriller",7.2,46974,tt0091209,nm0001367,actor,C. Thomas Howell,1966,"tt0083866,tt0091209,tt0086066,tt0087985",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,238,2
Fréquence sud-est,CA,1986.0,105.0,"Drama,Mystery,Sci-Fi",7.7,4060,tt0091214,nm0815537,actor,Hugo Soto,1953,"tt0082668,tt0092553,tt0091214,tt0332870",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,672,2
Le grand défi,FR,1986.0,114.0,"Drama,Sport",7.5,46629,tt0091217,nm0001347,actress,Barbara Hershey,1948,"tt0331811,tt0947798,tt0106856,tt0091167",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,662,0
House,FR,1985.0,93.0,"Comedy,Fantasy,Horror",6.1,26341,tt0091223,nm0001841,actor,George Wendt,1948,"tt0120185,tt0089155,tt0083399,tt0104291",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,678,2
Howard... une nouvelle race de héros,FR,1986.0,110.0,"Action,Adventure,Comedy",4.7,46536,tt0091225,nm0000670,actress,Lea Thompson,1961,"tt1758772,tt5039578,tt0088763,tt1727381",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,237,0
Viens et vois,FR,1985.0,142.0,"Drama,Thriller,War",8.4,74085,tt0091251,nm0490708,actor,Liubomiras Laucevicius,1950,"tt0091251,tt7475974,tt0283763,tt0303274",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,686,2
Permission,US,1987.0,137.0,"Drama,Musical,Romance",8.4,1508,tt0091256,nm0595916,actor,Rammohan Sharma,1929,"tt0073112,tt0234000,tt0239448,tt0230680",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,690,2
Jean de Florette,FR,1986.0,120.0,"Comedy,Drama",8.1,25538,tt0091288,nm0000367,actor,Gérard Depardieu,1948,"tt0120744,tt0103594,tt0099334,tt0099699",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,2
Karate kid: Le Moment de vérité II,FR,1986.0,113.0,"Action,Family,Sport",6.1,87829,tt0091326,nm0425944,actor,Pat E. Johnson,1939,"tt0087538,tt0113855,tt0119707,tt0097647",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,698,2
Кин-Дза-Дза!,RU,1986.0,135.0,"Comedy,Drama,Sci-Fi",8.0,12437,tt0091341,nm0300174,actor,Levan Gabriadze,1969,"tt1682187,tt0091341,tt3713166,tt7526492",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,700,2
Le Terroriste,FR,1986.0,109.0,"Crime,Drama",7.7,4210,tt0091355,nm0945981,director,Edward Yang,1947,"tt0091355,tt0244316,tt0109685,tt0101985",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,485,1
Le garçon de course,FR,1986.0,88.0,"Comedy,Drama,Romance",7.8,4352,tt0091364,nm0787668,director,Karen Shakhnazarov,1952,"tt1446130,tt2318405,tt0148059,tt0095244",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,1
Labyrinthe,FR,1986.0,101.0,"Adventure,Family,Fantasy",7.3,133592,tt0091369,nm0001345,director,Jim Henson,1936,"tt0083791,tt0063951,tt0079588,tt0074028",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,186,1
La beauté du péché,FR,1986.0,105.0,Drama,7.9,1994,tt0091398,nm0631915,director,Zivko Nikolic,1941,"tt0173674,tt0174008,tt0173750,tt0173881",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,1
Poussières dans le vent,FR,1986.0,109.0,"Drama,Romance",7.6,2696,tt0091406,nm0396284,director,Hsiao-Hsien Hou,1947,"tt0087164,tt3508840,tt0459666,tt0283283",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
La petite boutique des horreurs,FR,1986.0,94.0,"Comedy,Horror,Musical",7.1,73894,tt0091419,nm0000568,director,Frank Oz,1944,"tt0087755,tt0063951,tt0074028,tt0121765",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,187,1
Manhunter,FR,1986.0,120.0,"Crime,Mystery,Thriller",7.2,72206,tt0091474,nm0002114,actress,Kim Greist,1958,"tt0088846,tt0091474,tt0107131,tt0094142",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,341,0
Manon des sources : Jean de Florette 2e partie,FR,1986.0,113.0,Drama,8.0,22138,tt0091480,nm0001945,director,Claude Berri,1934,"tt0792965,tt0091288,tt0107002,tt0063771",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,1
Maximum Overdrive,FR,1986.0,98.0,"Action,Comedy,Horror",5.4,32216,tt0091499,nm0000175,director,Stephen King,1947,"tt0111161,tt0083767,tt0091499,tt0324864",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,729,1
Mission,FR,1986.0,125.0,"Adventure,Drama,History",7.4,60530,tt0091530,nm0001644,actor,Aidan Quinn,1959,"tt0110322,tt0817177,tt0120791,tt0106387",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,376,2
Une baraque à tout casser,FR,1986.0,91.0,Comedy,6.4,56266,tt0091541,nm0001480,actress,Shelley Long,1949,"tt0118073,tt0083399,tt0093175,tt0091541",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0
Mosquito Coast,FR,1986.0,117.0,"Adventure,Drama,Thriller",6.6,28769,tt0091557,nm0000545,actress,Helen Mirren,1945,"tt1245526,tt0975645,tt0280707,tt0436697",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0
Le nom de la rose,FR,1986.0,130.0,"Drama,History,Mystery",7.7,107312,tt0091605,nm0059946,actor,Elya Baskin,1950,"tt0316654,tt0413300,tt1399103,tt0146309",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,740,2
Extra sangsues,FR,1986.0,88.0,"Comedy,Horror,Sci-Fi",6.7,23184,tt0091630,nm0215269,director,Fred Dekker,1959,"tt0091630,tt3829266,tt0093560,tt0107978",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,744,1
9 semaines 1/2,FR,1986.0,117.0,"Drama,Romance",5.9,40514,tt0091635,nm0000107,actress,Kim Basinger,1953,"tt0096895,tt0108525,tt0119488,tt0337921",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0
Le sacrifice,FR,1986.0,149.0,Drama,7.9,27660,tt0091670,nm0430746,actor,Erland Josephson,1923,"tt0069467,tt0091670,tt0086022,tt0083922",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,2
