|tconst|nconst|name|french_title|byear|job|startyear|runtimeminutes|averagerating|numvotes|wr_score|genres|original_lang
9006|tt0499549|nm0000116|James Cameron|Avatar|1954.0|writer,producer,director|2009.0|162.0|7.9|1186350|7.899906936058312|Action,Adventure,Fantasy|en
9007|tt0499549|nm0000244|Sigourney Weaver|Avatar|1949.0|actress,soundtrack,producer|2009.0|162.0|7.9|1186350|7.899906936058312|Action,Adventure,Fantasy|en
11415|tt0120338|nm0000116|James Cameron|Titanic|1954.0|writer,producer,director|1997.0|194.0|7.9|1127354|7.899902066165182|Drama,Romance|en
11416|tt0120338|nm0000138|Leonardo DiCaprio|Titanic|1974.0|actor,producer,soundtrack|1997.0|194.0|7.9|1127354|7.899902066165182|Drama,Romance|en
11417|tt0120338|nm0000701|Kate Winslet|Titanic|1975.0|actress,soundtrack|1997.0|194.0|7.9|1127354|7.899902066165182|Drama,Romance|en
12384|tt0015324|nm0000036|Buster Keaton|Sherlock Junior|1895.0|actor,writer,director|1924.0|45.0|8.2|48124|8.19731644903708|Action,Comedy,Romance|en
12410|tt0019421|nm0000036|Buster Keaton|Cadet d'eau douce|1895.0|actor,writer,director|1928.0|70.0|7.9|14439|7.8923864108226365|Action,Comedy,Drama|en
12423|tt0016332|nm0000036|Buster Keaton|Les Fiancées en folie|1895.0|actor,writer,director|1925.0|56.0|7.9|10136|7.8891742062702095|Comedy,Romance|en
12433|tt0017925|nm0000036|Buster Keaton|Le Mécano de la « General »|1895.0|actor,writer,director|1926.0|67.0|8.2|89411|8.198554750315733|Action,Adventure,Comedy|en
12490|tt0045152|nm0000037|Gene Kelly|Chantons sous la pluie|1912.0|soundtrack,actor,director|1952.0|103.0|8.3|235630|8.299424623258858|Comedy,Musical,Romance|en
12559|tt0053946|nm0000037|Gene Kelly|Procès de singe|1912.0|soundtrack,actor,director|1960.0|128.0|8.1|29742|8.095872763957384|Biography,Drama,History|en
12560|tt0053946|nm0000075|Spencer Tracy|Procès de singe|1900.0|actor,soundtrack|1960.0|128.0|8.1|29742|8.095872763957384|Biography,Drama,History|en
12563|tt0053946|nm0006452|Stanley Kramer|Procès de singe|1913.0|producer,director,miscellaneous|1960.0|128.0|8.1|29742|8.095872763957384|Biography,Drama,History|en
12596|tt0041716|nm0000037|Gene Kelly|Un jour à New-York|1912.0|soundtrack,actor,director|1949.0|98.0|7.4|17319|7.395460115622475|Comedy,Musical,Romance|en
12620|tt0043278|nm0000037|Gene Kelly|Un américain à Paris|1912.0|soundtrack,actor,director|1951.0|114.0|7.2|33198|7.198006305575595|Drama,Musical,Romance|en
12664|tt0043278|nm0591486|Vincente Minnelli|Un américain à Paris|1903.0|director,miscellaneous,music_department|1951.0|114.0|7.2|33198|7.198006305575595|Drama,Musical,Romance|en
12720|tt0046874|nm0000038|Grace Kelly|Une fille de la province|1929.0|actress,soundtrack|1954.0|104.0|7.3|5950|7.287924119366349|Drama,Music|en
12731|tt0046912|nm0000038|Grace Kelly|Le crime était presque parfait|1929.0|actress,soundtrack|1954.0|105.0|8.2|171559|8.199246528590447|Crime,Thriller|en
12756|tt0047396|nm0000038|Grace Kelly|Fenêtre sur cour|1929.0|actress,soundtrack|1954.0|112.0|8.5|478323|8.499690182676227|Mystery,Thriller|en
12910|tt0045793|nm0000044|Burt Lancaster|Tant qu'il y aura des hommes|1913.0|actor,producer,miscellaneous|1953.0|118.0|7.6|46312|7.598026689590292|Drama,Romance,War|en
12914|tt0045793|nm0003593|Fred Zinnemann|Tant qu'il y aura des hommes|1907.0|director,assistant_director,producer|1953.0|118.0|7.6|46312|7.598026689590292|Drama,Romance,War|en
12968|tt0066921|nm0000040|Stanley Kubrick|Orange mécanique|1928.0|writer,director,producer|1971.0|136.0|8.3|806005|8.299831760756847|Crime,Sci-Fi|en
13070|tt0072684|nm0000040|Stanley Kubrick|Barry Lyndon|1928.0|writer,director,producer|1975.0|185.0|8.1|163138|8.099246252962603|Adventure,Drama,History|en
13173|tt0093058|nm0000040|Stanley Kubrick|Full Metal Jacket|1928.0|writer,director,producer|1987.0|116.0|8.3|720201|8.299811718661143|Drama,War|en
13378|tt0062622|nm0000040|Stanley Kubrick|2001 : L'Odyssée de l’espace|1928.0|writer,director,producer|1968.0|149.0|8.3|648201|8.299790807031934|Adventure,Sci-Fi|en
13561|tt0047478|nm0000041|Akira Kurosawa|Les Sept Samouraïs|1910.0|writer,director,assistant_director|1954.0|207.0|8.7|337469|8.699523564372413|Action,Drama|ja
13688|tt0051808|nm0000041|Akira Kurosawa|La Forteresse cachée|1910.0|writer,director,assistant_director|1958.0|139.0|8.1|38279|8.096791709606954|Action,Adventure,Drama|ja
13760|tt0080979|nm0000041|Akira Kurosawa|Kagemusha, l'ombre du guerrier|1910.0|writer,director,assistant_director|1980.0|180.0|7.9|35138|7.896863376885596|Drama,History,War|ja
13830|tt0089881|nm0000041|Akira Kurosawa|Ran|1910.0|writer,director,assistant_director|1985.0|162.0|8.2|122692|8.198946582458962|Action,Drama,War|ja
14036|tt0046303|nm0828419|George Stevens|L'Homme des vallées perdues|1904.0|cinematographer,director,writer|1953.0|118.0|7.6|40012|7.597716474853396|Drama,Western|en
14126|tt0080388|nm0000044|Burt Lancaster|Atlantic City|1913.0|actor,producer,miscellaneous|1980.0|104.0|7.3|16532|7.295624448915327|Crime,Drama,Romance|en
14127|tt0080388|nm0001501|Louis Malle|Atlantic City|1932.0|director,writer,producer|1980.0|104.0|7.3|16532|7.295624448915327|Crime,Drama,Romance|en
14184|tt0053793|nm0000044|Burt Lancaster|Elmer Gantry, le charlatan|1913.0|actor,producer,miscellaneous|1960.0|146.0|7.7|11491|7.691534337004489|Drama|en
14186|tt0053793|nm0112218|Richard Brooks|Elmer Gantry, le charlatan|1912.0|writer,director,producer|1960.0|146.0|7.7|11491|7.691534337004489|Drama|en
14203|tt0051036|nm0000044|Burt Lancaster|Le Grand Chantage|1913.0|actor,producer,miscellaneous|1957.0|96.0|8.0|31202|7.996266999192383|Drama,Film-Noir|en
14394|tt0044081|nm0000046|Vivien Leigh|Un tramway nommé Désir|1913.0|actress,soundtrack,writer|1951.0|122.0|8.0|106277|7.998902461253995|Drama|en
14396|tt0044081|nm0001415|Elia Kazan|Un tramway nommé Désir|1909.0|director,writer,producer|1951.0|122.0|8.0|106277|7.998902461253995|Drama|en
14428|tt0033238|nm0000046|Vivien Leigh|La Valse dans l'ombre|1913.0|actress,soundtrack,writer|1940.0|108.0|7.8|9865|7.789513268508245|Drama,Romance,War|en
14446|tt0034272|nm0000046|Vivien Leigh|Lady Hamilton|1913.0|actress,soundtrack,writer|1941.0|125.0|7.2|4469|7.185367989794761|Drama,History,Romance|en
14632|tt0022100|nm0000485|Fritz Lang|M le maudit|1890.0|director,writer,producer|1931.0|117.0|8.3|154555|8.299122920550971|Crime,Mystery,Thriller|de
14711|tt0383216|nm0000606|Jean Reno|La Panthère rose|1948.0|actor|2006.0|93.0|5.6|85614|5.600402531948479|Adventure,Comedy,Crime|en
14795|tt0383216|nm0998117|Alice Taglioni|La Panthère rose|1976.0|actress,soundtrack,director|2006.0|93.0|5.6|85614|5.600402531948479|Adventure,Comedy,Crime|en
14920|tt0026778|nm0939992|Sam Wood|Une Nuit à l'opéra|1883.0|director,producer,actor|1935.0|96.0|7.8|32534|7.796806078159028|Comedy,Music,Musical|en
14971|tt0084855|nm0000056|Paul Newman|Le Verdict|1925.0|actor,producer,director|1982.0|129.0|7.7|39541|7.697530242645942|Drama|en
15141|tt0056197|nm0000053|Robert Mitchum|Le Jour le plus long|1917.0|actor,soundtrack,producer|1962.0|178.0|7.7|55020|7.698224274817092|Action,Drama,History|en
15238|tt0039689|nm0000053|Robert Mitchum|La Griffe du passé|1917.0|actor,soundtrack,producer|1947.0|97.0|8.0|36347|7.9967944995811555|Crime,Drama,Film-Noir|en
15268|tt0048424|nm0000053|Robert Mitchum|La Nuit du chasseur|1917.0|actor,soundtrack,producer|1955.0|92.0|8.0|87778|7.998671323524889|Crime,Drama,Film-Noir|en
15298|tt0055824|nm0000053|Robert Mitchum|Les Nerfs à vif|1917.0|actor,soundtrack,producer|1962.0|106.0|7.7|28697|7.696599017028855|Drama,Thriller|en
15334|tt0045810|nm0000054|Marilyn Monroe|Les hommes préfèrent les blondes|1926.0|soundtrack,actress,writer|1953.0|91.0|7.1|36199|7.0983450369463865|Comedy,Musical,Romance|en
15402|tt0053291|nm0000054|Marilyn Monroe|Certains l'aiment chaud|1926.0|soundtrack,actress,writer|1959.0|121.0|8.2|261012|8.199504693018287|Comedy,Music,Romance|en
15404|tt0053291|nm0000493|Jack Lemmon|Certains l'aiment chaud|1925.0|actor,soundtrack,producer|1959.0|121.0|8.2|261012|8.199504693018287|Comedy,Music,Romance|en
15405|tt0053291|nm0000697|Billy Wilder|Certains l'aiment chaud|1906.0|writer,director,producer|1959.0|121.0|8.2|261012|8.199504693018287|Comedy,Music,Romance|en
15450|tt0048605|nm0000054|Marilyn Monroe|Sept ans de réflexion|1926.0|soundtrack,actress,writer|1955.0|105.0|7.1|38029|7.098424543992174|Comedy,Romance|en
15484|tt0050861|nm0000054|Marilyn Monroe|Le Prince et la danseuse|1926.0|soundtrack,actress,writer|1957.0|115.0|6.4|8225|6.398080083222715|Comedy,Romance|en
15554|tt0434409|nm0000204|Natalie Portman|V pour Vendetta|1981.0|actress,producer,soundtrack|2005.0|132.0|8.2|1094312|8.19988183915911|Action,Drama,Sci-Fi|en
15864|tt0434409|nm0915989|Hugo Weaving|V pour Vendetta|1960.0|actor,soundtrack,producer|2005.0|132.0|8.2|1094312|8.19988183915911|Action,Drama,Sci-Fi|en
16369|tt0257044|nm0000056|Paul Newman|Les Sentiers de la perdition|1925.0|actor,producer,director|2002.0|117.0|7.7|262515|7.699627492515558|Crime,Drama,Thriller|en
16370|tt0257044|nm0005222|Sam Mendes|Les Sentiers de la perdition|1965.0|producer,director,miscellaneous|2002.0|117.0|7.7|262515|7.699627492515558|Crime,Drama,Thriller|en
16533|tt0061512|nm0000056|Paul Newman|Luke la main froide|1925.0|actor,producer,director|1967.0|127.0|8.1|173849|8.099292675202113|Crime,Drama|en
16566|tt0054997|nm0000056|Paul Newman|L'Arnaqueur|1925.0|actor,producer,director|1961.0|134.0|8.0|80782|7.99855634522543|Drama,Sport|en
16569|tt0054997|nm0001715|George C. Scott|L'Arnaqueur|1927.0|actor,director,producer|1961.0|134.0|8.0|80782|7.99855634522543|Drama,Sport|en
17997|tt0045061|nm0000406|John Ford|L'Homme tranquille|1894.0|director,producer,writer|1952.0|129.0|7.7|38073|7.697435172271603|Comedy,Drama,Romance|en
18056|tt0074860|nm0000059|Laurence Olivier|Marathon Man|1907.0|actor,producer,director|1976.0|125.0|7.4|62462|7.398737908512592|Crime,Thriller|en
18112|tt0074860|nm0772259|John Schlesinger|Marathon Man|1926.0|director,actor,assistant_director|1976.0|125.0|7.4|62462|7.398737908512592|Crime,Thriller|en
18136|tt0069281|nm0000059|Laurence Olivier|Le Limier|1907.0|actor,producer,director|1972.0|138.0|8.0|47197|7.997530421704398|Mystery,Thriller|en
18137|tt0069281|nm0000581|Joseph L. Mankiewicz|Le Limier|1909.0|writer,producer,director|1972.0|138.0|8.0|47197|7.997530421704398|Mystery,Thriller|en
18156|tt0056592|nm0000060|Gregory Peck|Du silence et des ombres|1916.0|actor,producer,soundtrack|1962.0|129.0|8.3|310529|8.299563374876849|Crime,Drama|en
18159|tt0056592|nm0001587|Alan J. Pakula|Du silence et des ombres|1928.0|producer,director,writer|1962.0|129.0|8.3|310529|8.299563374876849|Crime,Drama|en
18320|tt0057831|nm0000063|Anthony Quinn|Zorba le Grec|1915.0|actor,producer,soundtrack|1964.0|142.0|7.6|22253|7.595899252991121|Comedy,Drama|el
18338|tt0064952|nm0000063|Anthony Quinn|Le secret de Santa Vittoria|1915.0|actor,producer,soundtrack|1969.0|139.0|7.3|3659|7.280491061190181|Comedy,Drama,War|en
18360|tt0056172|nm0000063|Anthony Quinn|Lawrence d’Arabie|1915.0|actor,producer,soundtrack|1962.0|218.0|8.3|286679|8.299527058225687|Adventure,Biography,Drama|en
18361|tt0056172|nm0000180|David Lean|Lawrence d’Arabie|1908.0|editor,director,writer|1962.0|218.0|8.3|286679|8.299527058225687|Adventure,Biography,Drama|en
18362|tt0056172|nm0000564|Peter O'Toole|Lawrence d’Arabie|1932.0|actor,soundtrack,producer|1962.0|218.0|8.3|286679|8.299527058225687|Adventure,Biography,Drama|en
18434|tt0040506|nm0000064|Edward G. Robinson|Key Largo|1893.0|actor,soundtrack,writer|1948.0|100.0|7.8|40156|7.797411366014815|Action,Crime,Drama|en
18439|tt0040506|nm0112218|Richard Brooks|Key Largo|1912.0|writer,director,producer|1948.0|100.0|7.8|40156|7.797411366014815|Action,Crime,Drama|en
18460|tt0038991|nm0000064|Edward G. Robinson|Le Criminel|1893.0|actor,soundtrack,writer|1946.0|95.0|7.3|26209|7.297236134658567|Crime,Drama,Film-Noir|en
18461|tt0038991|nm0000080|Orson Welles|Le Criminel|1915.0|actor,director,writer|1946.0|95.0|7.3|26209|7.297236134658567|Crime,Drama,Film-Noir|en
18487|tt0021079|nm0000064|Edward G. Robinson|Le Petit César|1893.0|actor,soundtrack,writer|1931.0|79.0|7.2|13150|7.194981285835909|Action,Crime,Drama|en
18500|tt0036775|nm0000064|Edward G. Robinson|Assurance sur la mort|1893.0|actor,soundtrack,writer|1944.0|107.0|8.3|153601|8.299117475334171|Crime,Drama,Film-Noir|en
18532|tt0063518|nm0001874|Franco Zeffirelli|Roméo et Juliette|1923.0|miscellaneous,production_designer,director|1968.0|138.0|7.6|31374|7.597089026616721|Drama,Romance|en
18589|tt0071562|nm0000338|Francis Ford Coppola|Le Parrain, 2e partie|1939.0|producer,director,writer|1974.0|202.0|9.0|1223575|8.999853132813586|Crime,Drama|en
18593|tt0071562|nm0001735|Talia Shire|Le Parrain, 2e partie|1946.0|actress,producer,director|1974.0|202.0|9.0|1223575|8.999853132813586|Crime,Drama|en
18873|tt0056218|nm0001239|John Frankenheimer|Un crime dans la tête|1930.0|director,miscellaneous,producer|1962.0|126.0|7.9|74698|7.898523130104599|Drama,Thriller|en
18875|tt0056218|nm0001463|Janet Leigh|Un crime dans la tête|1927.0|actress,soundtrack,miscellaneous|1962.0|126.0|7.9|74698|7.898523130104599|Drama,Thriller|en
18956|tt0040897|nm0001379|John Huston|Le Trésor de la Sierra Madre|1906.0|actor,director,writer|1948.0|126.0|8.2|122508|8.19894500109936|Adventure,Drama,Western|en
18992|tt0052561|nm0000071|James Stewart|Autopsie d'un meurtre|1908.0|actor,soundtrack,director|1959.0|161.0|8.0|65153|7.99821037367747|Drama,Mystery|en
19017|tt0052561|nm0695937|Otto Preminger|Autopsie d'un meurtre|1905.0|director,producer,actor|1959.0|161.0|8.0|65153|7.99821037367747|Drama,Mystery|en
19038|tt0031679|nm0000071|James Stewart|Monsieur Smith au Sénat|1908.0|actor,soundtrack,director|1939.0|129.0|8.1|113898|8.098920575721078|Comedy,Drama|en
19040|tt0031679|nm0001008|Frank Capra|Monsieur Smith au Sénat|1897.0|director,writer,producer|1939.0|129.0|8.1|113898|8.098920575721078|Comedy,Drama|en
19116|tt0056937|nm0000581|Joseph L. Mankiewicz|Cléopâtre|1909.0|writer,producer,director|1963.0|192.0|7.0|32504|6.998350714826354|Biography,Drama,History|en
19184|tt0051459|nm0112218|Richard Brooks|La Chatte sur un toit brûlant|1912.0|writer,director,producer|1958.0|108.0|8.0|48649|7.997604034524344|Drama|en
19292|tt0035979|nm0523932|Ernst Lubitsch|Le ciel peut attendre|1892.0|director,actor,writer|1943.0|112.0|7.4|10992|7.392861848009938|Comedy,Drama,Fantasy|en
19320|tt0037008|nm0695937|Otto Preminger|Laura|1905.0|director,producer,actor|1944.0|88.0|7.9|46568|7.8976322131146635|Drama,Film-Noir,Mystery|en
19347|tt0047849|nm0000075|Spencer Tracy|Un homme est passé|1900.0|actor,soundtrack|1955.0|81.0|7.7|21414|7.69544572006099|Crime,Drama,Mystery|en
19361|tt0047849|nm0836328|John Sturges|Un homme est passé|1910.0|director,producer,editor|1955.0|81.0|7.7|21414|7.69544572006099|Crime,Drama,Mystery|en
19363|tt0061735|nm0000075|Spencer Tracy|Devine qui vient dîner|1900.0|actor,soundtrack|1967.0|108.0|7.8|44523|7.797664911177272|Comedy,Drama|en
19364|tt0061735|nm0001627|Sidney Poitier|Devine qui vient dîner|1927.0|actor,director,soundtrack|1967.0|108.0|7.8|44523|7.797664911177272|Comedy,Drama|en
19367|tt0061735|nm0006452|Stanley Kramer|Devine qui vient dîner|1913.0|producer,director,miscellaneous|1967.0|108.0|7.8|44523|7.797664911177272|Comedy,Drama|en
19401|tt0055032|nm0000076|François Truffaut|Jules et Jim|1932.0|writer,director,producer|1962.0|105.0|7.7|40735|7.697602522911659|Drama,Romance|fr
19409|tt0055032|nm0603402|Jeanne Moreau|Jules et Jim|1928.0|actress,soundtrack,director|1962.0|105.0|7.7|40735|7.697602522911659|Drama,Romance|fr
19417|tt0075860|nm0000076|François Truffaut|Rencontres du troisième type|1932.0|writer,director,producer|1977.0|138.0|7.6|197263|7.599536238152853|Drama,Sci-Fi|en
19569|tt0053198|nm0000076|François Truffaut|Les Quatre Cents Coups|1932.0|writer,director,producer|1959.0|99.0|8.1|114906|8.09893003966069|Crime,Drama|fr
19619|tt0070460|nm0000076|François Truffaut|La Nuit américaine|1932.0|writer,director,producer|1973.0|116.0|8.0|22425|7.994810019999549|Comedy,Drama,Romance|fr
19649|tt0026138|nm0001843|James Whale|La Fiancée de Frankenstein|1889.0|director,miscellaneous,writer|1935.0|75.0|7.8|47291|7.797801404944669|Drama,Horror,Sci-Fi|en
19681|tt0056217|nm0000078|John Wayne|L'Homme qui tua Liberty Valance|1907.0|actor,producer,soundtrack|1962.0|123.0|8.1|74569|8.098351748978317|Drama,Western|en
19682|tt0056217|nm0000406|John Ford|L'Homme qui tua Liberty Valance|1894.0|director,producer,writer|1962.0|123.0|8.1|74569|8.098351748978317|Drama,Western|en
19715|tt0065126|nm0000078|John Wayne|Cent dollars pour un shérif|1907.0|actor,producer,soundtrack|1969.0|128.0|7.4|46727|7.398313480011752|Adventure,Drama,Western|en
19733|tt0065126|nm0368871|Henry Hathaway|Cent dollars pour un shérif|1898.0|director,assistant_director,art_department|1969.0|128.0|7.4|46727|7.398313480011752|Adventure,Drama,Western|en
19754|tt0053580|nm0000078|John Wayne|Alamo|1907.0|actor,producer,soundtrack|1960.0|162.0|6.8|15751|6.797400261145178|Adventure,Drama,History|en
19847|tt0031971|nm0000078|John Wayne|La Chevauchée fantastique|1907.0|actor,producer,soundtrack|1939.0|96.0|7.8|47900|7.797829321138165|Adventure,Drama,Western|en
19848|tt0031971|nm0000406|John Ford|La Chevauchée fantastique|1894.0|director,producer,writer|1939.0|96.0|7.8|47900|7.797829321138165|Adventure,Drama,Western|en
19920|tt0072281|nm0504513|Richard Lester|Les Trois Mousquetaires|1932.0|director,producer,writer|1973.0|106.0|7.1|17934|7.0966654292243065|Action,Adventure|en
19993|tt0033467|nm0000080|Orson Welles|Citizen Kane|1915.0|actor,director,writer|1941.0|119.0|8.3|432530|8.29968651302668|Drama,Mystery|en
20032|tt0033467|nm0542534|Herman J. Mankiewicz|Citizen Kane|1897.0|writer,producer,actor|1941.0|119.0|8.3|432530|8.29968651302668|Drama,Mystery|en
20250|tt0055614|nm0936404|Robert Wise|West Side Story|1914.0|director,producer,editor|1961.0|153.0|7.6|111717|7.599181318033189|Crime,Drama,Musical|en
20285|tt3315342|nm0003506|James Mangold|Logan|1963.0|producer,director,writer|2017.0|137.0|8.1|722067|8.099829653566186|Action,Drama,Sci-Fi|en
20352|tt3315342|nm0413168|Hugh Jackman|Logan|1968.0|actor,soundtrack,producer|2017.0|137.0|8.1|722067|8.099829653566186|Action,Drama,Sci-Fi|en
20378|tt3315342|nm0558822|John Mathieson|Logan|1961.0|cinematographer,camera_department,visual_effects|2017.0|137.0|8.1|722067|8.099829653566186|Action,Drama,Sci-Fi|en
21257|tt0119094|nm0000115|Nicolas Cage|Volte/Face|1964.0|actor,producer,soundtrack|1997.0|138.0|7.3|368187|7.299802818003394|Action,Crime,Sci-Fi|en
21259|tt0119094|nm0000247|John Woo|Volte/Face|1946.0|director,producer,writer|1997.0|138.0|7.3|368187|7.299802818003394|Action,Crime,Sci-Fi|en
22820|tt0079200|nm0000086|Louis de Funès|Le Gendarme et les Extra-terrestres|1914.0|actor,writer,soundtrack|1979.0|96.0|6.2|8314|6.199604599468767|Comedy,Crime,Sci-Fi|fr
22849|tt0074103|nm0000086|Louis de Funès|L'Aile ou la Cuisse|1914.0|actor,writer,soundtrack|1976.0|104.0|7.2|10818|7.193905682359145|Comedy,Family|fr
22879|tt0064425|nm0000086|Louis de Funès|Hibernatus|1914.0|actor,writer,soundtrack|1969.0|82.0|6.6|5794|6.595131932687359|Comedy,Fantasy,Sci-Fi|fr
22906|tt0069747|nm0000086|Louis de Funès|Les Aventures de Rabbi Jacob|1914.0|actor,writer,soundtrack|1973.0|100.0|7.4|13100|7.394004993523502|Adventure,Comedy|fr
22937|tt0069747|nm0653620|Gérard Oury|Les Aventures de Rabbi Jacob|1919.0|actor,writer,director|1973.0|100.0|7.4|13100|7.394004993523502|Adventure,Comedy|fr
22972|tt0117318|nm0000437|Woody Harrelson|Larry Flynt|1961.0|actor,producer,soundtrack|1996.0|130.0|7.3|93673|7.299225353436778|Biography,Drama|en
22973|tt0117318|nm0001232|Milos Forman|Larry Flynt|1932.0|director,writer,actor|1996.0|130.0|7.3|93673|7.299225353436778|Biography,Drama|en
23583|tt0765443|nm0001557|Viggo Mortensen|Les Promesses de l'ombre|1958.0|actor,soundtrack,producer|2007.0|100.0|7.6|239118|7.599617393228349|Crime,Drama,Thriller|en
